order_id,product_id,product_name,category,price,date,total,month
10023,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-01,510,2023-01
10023,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-01,510,2023-01
10024,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-01,980,2023-01
10024,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-01,980,2023-01
10024,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-01,980,2023-01
10024,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-01,980,2023-01
10024,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-01,980,2023-01
10025,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-01,620,2023-01
10025,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-01,620,2023-01
10025,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-01,620,2023-01
10026,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-01,660,2023-01
10026,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-01,660,2023-01
10026,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-01,660,2023-01
10027,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-01,460,2023-01
10027,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-01,460,2023-01
10028,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-01,460,2023-01
10028,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-01,460,2023-01
10028,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-01,460,2023-01
10029,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-01,1050,2023-01
10029,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-01,1050,2023-01
10029,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-01,1050,2023-01
10029,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-01,1050,2023-01
10029,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-01,1050,2023-01
10030,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-02,470,2023-01
10030,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,470,2023-01
10030,83,Pork Buns,Buns,90,2023-01-02,470,2023-01
10031,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,800,2023-01
10031,84,Vegetarian Mushroom Buns,Buns,100,2023-01-02,800,2023-01
10031,30,Shrimp Fried Rice,Fried Rice,240,2023-01-02,800,2023-01
10031,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,800,2023-01
10032,84,Vegetarian Mushroom Buns,Buns,100,2023-01-02,480,2023-01
10032,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,480,2023-01
10032,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,480,2023-01
10033,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-02,440,2023-01
10033,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,440,2023-01
10034,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,1030,2023-01
10034,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,1030,2023-01
10034,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-02,1030,2023-01
10034,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-02,1030,2023-01
10034,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,1030,2023-01
10035,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,810,2023-01
10035,83,Pork Buns,Buns,90,2023-01-02,810,2023-01
10035,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,810,2023-01
10035,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-02,810,2023-01
10036,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-02,790,2023-01
10036,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,790,2023-01
10036,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-02,790,2023-01
10036,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,790,2023-01
10037,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-02,680,2023-01
10037,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,680,2023-01
10037,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-02,680,2023-01
10038,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,1240,2023-01
10038,30,Shrimp Fried Rice,Fried Rice,240,2023-01-02,1240,2023-01
10038,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-02,1240,2023-01
10038,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-02,1240,2023-01
10038,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-02,1240,2023-01
10039,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,810,2023-01
10039,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-02,810,2023-01
10039,30,Shrimp Fried Rice,Fried Rice,240,2023-01-02,810,2023-01
10039,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-02,810,2023-01
10040,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,1120,2023-01
10040,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-02,1120,2023-01
10040,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,1120,2023-01
10040,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-02,1120,2023-01
10040,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,1120,2023-01
10041,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-02,140,2023-01
10041,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-02,140,2023-01
10042,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-02,880,2023-01
10042,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-02,880,2023-01
10042,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-02,880,2023-01
10042,30,Shrimp Fried Rice,Fried Rice,240,2023-01-02,880,2023-01
10043,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,190,2023-01
10043,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-02,190,2023-01
10044,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,1240,2023-01
10044,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-02,1240,2023-01
10044,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,1240,2023-01
10044,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,1240,2023-01
10044,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-02,1240,2023-01
10045,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,690,2023-01
10045,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,690,2023-01
10045,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-02,690,2023-01
10046,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-02,1090,2023-01
10046,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,1090,2023-01
10046,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,1090,2023-01
10046,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,1090,2023-01
10047,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-02,1030,2023-01
10047,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-02,1030,2023-01
10047,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-02,1030,2023-01
10047,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,1030,2023-01
10048,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,900,2023-01
10048,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,900,2023-01
10048,83,Pork Buns,Buns,90,2023-01-02,900,2023-01
10048,84,Vegetarian Mushroom Buns,Buns,100,2023-01-02,900,2023-01
10048,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,900,2023-01
10049,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-02,260,2023-01
10049,84,Vegetarian Mushroom Buns,Buns,100,2023-01-02,260,2023-01
10049,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,260,2023-01
10050,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-02,380,2023-01
10050,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,380,2023-01
10051,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-02,460,2023-01
10051,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,460,2023-01
10052,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,800,2023-01
10052,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-02,800,2023-01
10052,83,Pork Buns,Buns,90,2023-01-02,800,2023-01
10052,83,Pork Buns,Buns,90,2023-01-02,800,2023-01
10053,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-02,350,2023-01
10053,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-02,350,2023-01
10053,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-02,350,2023-01
10054,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,790,2023-01
10054,84,Vegetarian Mushroom Buns,Buns,100,2023-01-02,790,2023-01
10054,84,Vegetarian Mushroom Buns,Buns,100,2023-01-02,790,2023-01
10054,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-02,790,2023-01
10055,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-02,360,2023-01
10055,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-02,360,2023-01
10056,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-02,730,2023-01
10056,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-02,730,2023-01
10056,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,730,2023-01
10056,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-02,730,2023-01
10057,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-02,810,2023-01
10057,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-02,810,2023-01
10057,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-02,810,2023-01
10058,83,Pork Buns,Buns,90,2023-01-03,280,2023-01
10058,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,280,2023-01
10059,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-03,660,2023-01
10059,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-03,660,2023-01
10059,83,Pork Buns,Buns,90,2023-01-03,660,2023-01
10060,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-03,910,2023-01
10060,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-03,910,2023-01
10060,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-03,910,2023-01
10060,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-03,910,2023-01
10061,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,190,2023-01
10061,83,Pork Buns,Buns,90,2023-01-03,190,2023-01
10062,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-03,230,2023-01
10062,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-03,230,2023-01
10062,83,Pork Buns,Buns,90,2023-01-03,230,2023-01
10063,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,630,2023-01
10063,83,Pork Buns,Buns,90,2023-01-03,630,2023-01
10063,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-03,630,2023-01
10064,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-03,390,2023-01
10064,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-03,390,2023-01
10064,84,Vegetarian Mushroom Buns,Buns,100,2023-01-03,390,2023-01
10065,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,910,2023-01
10065,84,Vegetarian Mushroom Buns,Buns,100,2023-01-03,910,2023-01
10065,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-03,910,2023-01
10065,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-03,910,2023-01
10066,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,780,2023-01
10066,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,780,2023-01
10066,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-03,780,2023-01
10066,83,Pork Buns,Buns,90,2023-01-03,780,2023-01
10067,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,430,2023-01
10067,30,Shrimp Fried Rice,Fried Rice,240,2023-01-03,430,2023-01
10067,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-03,430,2023-01
10068,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-03,660,2023-01
10068,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-03,660,2023-01
10069,84,Vegetarian Mushroom Buns,Buns,100,2023-01-03,660,2023-01
10069,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,660,2023-01
10069,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-03,660,2023-01
10070,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-03,510,2023-01
10070,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-03,510,2023-01
10071,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,570,2023-01
10071,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,570,2023-01
10071,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,570,2023-01
10071,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-03,570,2023-01
10072,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-03,590,2023-01
10072,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-03,590,2023-01
10073,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,350,2023-01
10073,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-03,350,2023-01
10074,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-03,290,2023-01
10074,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-03,290,2023-01
10075,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-03,500,2023-01
10075,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,500,2023-01
10075,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-03,500,2023-01
10076,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,600,2023-01
10076,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-03,600,2023-01
10076,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,600,2023-01
10077,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-03,650,2023-01
10077,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,650,2023-01
10077,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-03,650,2023-01
10077,83,Pork Buns,Buns,90,2023-01-03,650,2023-01
10078,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-03,1070,2023-01
10078,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,1070,2023-01
10078,30,Shrimp Fried Rice,Fried Rice,240,2023-01-03,1070,2023-01
10078,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-03,1070,2023-01
10078,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-03,1070,2023-01
10079,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,980,2023-01
10079,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-03,980,2023-01
10079,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,980,2023-01
10079,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,980,2023-01
10079,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-03,980,2023-01
10080,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,660,2023-01
10080,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-03,660,2023-01
10080,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-03,660,2023-01
10081,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-03,610,2023-01
10081,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-03,610,2023-01
10081,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-03,610,2023-01
10081,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-03,610,2023-01
10082,83,Pork Buns,Buns,90,2023-01-03,810,2023-01
10082,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-03,810,2023-01
10082,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-03,810,2023-01
10082,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-03,810,2023-01
10082,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-03,810,2023-01
10083,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,880,2023-01
10083,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-03,880,2023-01
10083,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-03,880,2023-01
10083,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-03,880,2023-01
10084,84,Vegetarian Mushroom Buns,Buns,100,2023-01-03,190,2023-01
10084,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-03,190,2023-01
10085,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-03,890,2023-01
10085,30,Shrimp Fried Rice,Fried Rice,240,2023-01-03,890,2023-01
10085,83,Pork Buns,Buns,90,2023-01-03,890,2023-01
10085,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-03,890,2023-01
10086,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-04,750,2023-01
10086,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-04,750,2023-01
10086,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-04,750,2023-01
10087,30,Shrimp Fried Rice,Fried Rice,240,2023-01-04,870,2023-01
10087,84,Vegetarian Mushroom Buns,Buns,100,2023-01-04,870,2023-01
10087,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-04,870,2023-01
10087,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-04,870,2023-01
10087,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-04,870,2023-01
10088,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-04,790,2023-01
10088,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-04,790,2023-01
10088,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-04,790,2023-01
10089,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-04,420,2023-01
10089,84,Vegetarian Mushroom Buns,Buns,100,2023-01-04,420,2023-01
10089,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-04,420,2023-01
10090,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-04,500,2023-01
10090,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-04,500,2023-01
10090,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-04,500,2023-01
10090,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-04,500,2023-01
10091,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-04,500,2023-01
